Names,"Elastic (Young's, Tensile) Modulus",Elongation at Break,Poisson's Ratio,Shear Modulus,Tensile Strength: Ultimate (UTS),Tensile Strength: Yield (Proof),Latent Heat of Fusion,Melting Completion (Liquidus),Melting Onset (Solidus),Specific Heat Capacity,Thermal Conductivity,Thermal Expansion,Electrical Conductivity: Equal Volume,Electrical Conductivity: Equal Weight (Specific),Base Metal Price,Density,Embodied Carbon,Embodied Energy,Embodied Water,Resilience: Ultimate (Unit Rupture Work),Resilience: Unit (Modulus of Resilience),Stiffness to Weight: Axial,Stiffness to Weight: Bending,Strength to Weight: Axial,Strength to Weight: Bending,Thermal Diffusivity,Thermal Shock Resistance,Iron (Fe)Fe,Nickel (Ni)Ni,Manganese (Mn)Mn,Molybdenum (Mo)Mo,Silicon (Si)Si,Copper (Cu)Cu,Carbon (C)C,Chromium (Cr)Cr,Vanadium (V)V,Phosphorus (P)P,Sulfur (S)S,Residualsres.,PREN (Pitting Resistance),Niobium (Nb)Nb,Nitrogen (N)N,Aluminum (Al)Al,Titanium (Ti)Ti,Zirconium (Zr)Zr,Brinell Hardness,Fatigue Strength,Reduction in Area,Maximum Temperature: Mechanical,Impact Strength: V-Notched Charpy,Tungsten (W)W,Maximum Temperature: Corrosion,Selenium (Se)Se,Cobalt (Co)Co,Magnesium (Mg)Mg,Tin (Sn)Sn,Arsenic (As)As,Fracture Toughness,Shear Strength,Compressive (Crushing) Strength,Curie Temperature,Rockwell C Hardness,Calcium (Ca)Ca,Boron (B)B,Oxygen (O)O,Rockwell B Hardness,Calomel Potential,Tantalum (Ta)Ta,Cerium (Ce)Ce,Lanthanum (La)La,Lead (Pb)Pb,Zinc (Zn)Zn
ACI-ASTM-CC50-J92615-Cast-Stainless-Steel,200,NA,0.27,80,430,NA,300,1420,1370,490,17,11,2.3,2.7,14,7.6,2.7,39,170,NA,NA,15,26,16,17,4.5,14,62.9 to 74,0 to 4.0,0 to 1.0,NA,0 to 1.5,NA,0 to 0.5,26 to 30,NA,0 to 0.040,0 to 0.040,NA,28,NA,NA,NA,NA,NA,210,NA,NA,1100,NA,NA,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASTM-Grade-HC-28Cr-J92605-Cast-Stainless-Steel,200,6,0.27,80,430,200,310,1410,1370,490,17,11,2.2,2.6,14,7.6,2.8,40,170,21,95,15,26,16,16,4.5,14,61.9 to 74,0 to 4.0,0 to 1.0,0 to 0.5,0 to 2.0,NA,0 to 0.5,26 to 30,NA,0 to 0.040,0 to 0.040,NA,29,NA,NA,NA,NA,NA,NA,96,NA,1100,NA,NA,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASTM-Grade-HD-28Cr-5Ni-J93005-Cast-Stainless-Steel,200,9.1,0.27,80,590,270,310,1410,1370,490,16,11,2.1,2.5,17,7.7,3.1,45,180,44,180,15,26,21,20,4.3,19,58.4 to 70,4.0 to 7.0,0 to 1.5,0 to 0.5,0 to 2.0,NA,0 to 0.5,26 to 30,NA,0 to 0.040,0 to 0.040,NA,29,NA,NA,NA,NA,NA,NA,140,NA,1100,NA,NA,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4107-GX8CrNi12-1-Cast-Stainless-Steel,190,18 to 21,0.28,76,620 to 700,400 to 570,270,1450,1410,480,27,10,2.9,3.3,7.5,7.8,2.1,30,100,110 to 120,420 to 840,14,25,22 to 25,21 to 22,7.2,22 to 25,83.8 to 87.2,0.8 to 1.5,0.5 to 0.8,0 to 0.5,0 to 0.4,0 to 0.3,0 to 0.1,11.5 to 12.5,0 to 0.080,0 to 0.030,0 to 0.020,NA,13,NA,NA,NA,NA,NA,NA,260 to 350,NA,740,45 to 50,NA,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4710-GX30CrSi7-Cast-Stainless-Steel,190,20,0.29,74,NA,NA,290,1430,1390,480,24,9.9,6.4,7.5,5,7.7,1.8,24,76,NA,NA,14,25,NA,NA,6.5,NA,87.4 to 92.3,0 to 0.5,0.5 to 1.0,0 to 0.15,1.0 to 2.5,NA,0.2 to 0.35,6.0 to 8.0,NA,0 to 0.035,0 to 0.030,NA,7.2,NA,NA,NA,NA,NA,260,NA,NA,750,NA,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4729-GX40CrSi13-Cast-Stainless-Steel,190,15,0.28,75,NA,NA,300,1420,1380,490,24,10,2.8,3.3,7.5,7.6,2.1,29,100,NA,NA,14,25,NA,NA,6.5,NA,80.4 to 86.7,0 to 1.0,0 to 1.0,0 to 0.5,1.0 to 2.5,NA,0.3 to 0.5,12 to 14,NA,0 to 0.040,0 to 0.030,NA,14,NA,NA,NA,NA,NA,260,NA,NA,850,NA,NA,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4740-GX40CrSi17-Cast-Stainless-Steel,200,22,0.28,77,NA,NA,300,1420,1370,490,18,10,2.2,2.6,9.5,7.6,2.3,32,120,NA,NA,14,25,NA,NA,4.8,NA,75.4 to 82.7,0 to 1.0,0 to 1.0,0 to 0.5,1.0 to 2.5,NA,0.3 to 0.5,16 to 19,NA,0 to 0.040,0 to 0.030,NA,18,NA,NA,NA,NA,NA,260,NA,NA,900,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austempered-Ductile-Cast-Iron,180,1.1 to 13,0.29,62 to 69,860 to 1800,560 to 1460,280,1380,1340,490,42,13,NA,NA,2.9,7.5,1.8,25,48,19 to 95,880 to 3970,13,25,32 to 66,27 to 44,11,25 to 53,89.6 to 94,0 to 2.0,0.3 to 0.4,0 to 0.3,2.3 to 2.7,0 to 0.8,3.4 to 3.8,0 to 0.1,0 to 0.1,0 to 0.040,0 to 0.020,NA,NA,NA,NA,0 to 0.050,NA,NA,270 to 490,NA,NA,NA,NA,NA,NA,0 to 0.030,NA,0 to 0.040,0 to 0.020,0 to 0.020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Automotive-Malleable-Cast-Iron,180,1.0 to 10,0.29,70,350 to 720,220 to 590,260,1410,1370,480,41,14,7.4,8.7,1.9,7.6,1.5,20,45,6.8 to 30,130 to 950,13,25,13 to 26,14 to 24,11,9.9 to 21,93.6 to 96.7,NA,0.15 to 1.3,NA,0.9 to 1.9,NA,2.2 to 2.9,NA,NA,0.020 to 0.15,0.020 to 0.2,NA,NA,NA,NA,NA,NA,NA,130 to 290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ductile-Nodular-Spheroidal-Cast-Iron,170 to 180,2.1 to 20,0.28 to 0.31,64 to 70,460 to 920,310 to 670,270,1160,1120,490,31 to 36,11,7.4,8.8 to 9.4,1.9,7.1 to 7.5,1.5,21,43,17 to 80,280 to 1330,12 to 14,24 to 26,17 to 35,18 to 29,8.9 to 10,17 to 35,93.7 to 95.5,NA,NA,NA,1.5 to 2.8,NA,3.0 to 3.5,NA,NA,0 to 0.080,NA,NA,NA,NA,NA,NA,NA,NA,160 to 310,NA,NA,290,NA,NA,NA,NA,NA,NA,NA,NA,14 to 30,420 to 800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grey-Cast-Iron,180,9.6,0.29,69,160 to 450,98 to 290,280,1380,1180,490,46,11,7.4,8.9,1.9,7.5,1.5,21,44,13 to 37,27 to 240,13,25,5.8 to 17,8.7 to 17,13,6.0 to 17,92.1 to 93.9,NA,0.5 to 0.7,NA,2.5 to 2.8,NA,3.1 to 3.4,NA,NA,0 to 0.9,0 to 0.15,NA,NA,NA,NA,NA,NA,NA,160 to 300,69 to 170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180 to 610,570 to 1290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACI-ASTM-CA15-SCS1-J91150-Cast-Stainless-Steel,190,21,0.28,76,700,570,280,1440,1500,480,25,10,3,3.5,7.5,7.7,2,28,100,140,820,14,25,25,23,6.7,26,81.8 to 88.5,0 to 1.0,0 to 1.0,0 to 0.5,0 to 1.5,NA,0 to 0.15,11.5 to 14,NA,0 to 0.040,0 to 0.040,NA,14,NA,NA,NA,NA,NA,220,370,34,750,NA,NA,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACI-ASTM-CA15M-J91151-Cast-Stainless-Steel,200,20,0.28,76,690,510,270,1450,1410,480,27,10,3,3.5,7.5,7.8,2.1,29,100,130,670,14,25,25,22,7.2,25,82.1 to 88.4,0 to 1.0,0 to 1.0,0.15 to 1.0,0 to 0.65,NA,0 to 0.15,11.5 to 14,NA,0 to 0.040,0 to 0.040,NA,15,NA,NA,NA,NA,NA,210,330,34,760,NA,NA,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACI-ASTM-CA28MWV-J91422-Cast-Stainless-Steel,200,11,0.28,76,1080,870,270,1470,1430,470,25,10,4.6,5.3,11,7.9,3.1,44,100,110,1920,14,25,38,30,6.6,40,81.4 to 85.8,0.5 to 1.0,0.5 to 1.0,0.9 to 1.3,0 to 1.0,NA,0.2 to 0.28,11 to 12.5,0.2 to 0.3,0 to 0.030,0 to 0.030,NA,17,NA,NA,NA,NA,NA,330,470,27,740,NA,0.9 to 1.3,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACI-ASTM-CA40-SCS2A-J91153-Cast-Stainless-Steel,190,10,0.28,76,910,860,280,1440,1500,480,25,10,3,3.5,7.5,7.7,2,28,100,89,1910,14,25,33,27,6.7,33,81.5 to 88.3,0 to 1.0,0 to 1.0,0 to 0.5,0 to 1.5,NA,0.2 to 0.4,11.5 to 14,NA,0 to 0.040,0 to 0.040,NA,14,NA,NA,NA,NA,NA,310,460,NA,750,NA,NA,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACI-ASTM-CA40F-J91154-Cast-Stainless-Steel,190,13,0.28,76,770,550,280,1430,1390,480,27,10,3,3.5,7.5,7.7,2,28,100,94,790,14,25,28,24,7.2,28,81.6 to 88.3,0 to 1.0,0 to 1.0,0 to 0.5,0 to 1.5,NA,0.2 to 0.4,11.5 to 14,NA,0 to 0.040,0.2 to 0.4,NA,14,NA,NA,NA,NA,NA,230,320,NA,750,NA,NA,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACI-ASTM-CA6N-J91650-Cast-Stainless-Steel,190,17,0.28,75,1080,1060,280,1440,1400,480,23,9.9,2.6,3,11,7.8,2.5,35,110,180,2900,14,25,38,30,6.1,40,77.9 to 83.5,6.0 to 8.0,0 to 0.5,NA,0 to 1.0,NA,0 to 0.060,10.5 to 12.5,NA,0 to 0.020,0 to 0.020,NA,12,NA,NA,NA,NA,NA,NA,640,57,740,NA,NA,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACI-ASTM-CA6NM-J91540-Cast-Stainless-Steel,200,17,0.28,76,850,620,280,1450,1400,480,25,10,2.8,3.2,10,7.8,2.5,34,110,130,1000,14,25,30,26,6.7,31,78.4 to 84.6,3.5 to 4.5,0 to 1.0,0.4 to 1.0,0 to 1.0,NA,0 to 0.060,11.5 to 14,NA,0 to 0.040,0 to 0.030,NA,15,NA,NA,NA,NA,NA,250,380,40,770,NA,NA,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACI-ASTM-CB6-J91804-Cast-Stainless-Steel,200,18,0.28,77,880,660,280,1440,1390,480,17,10,2.2,2.6,12,7.8,2.5,36,130,150,1110,14,25,32,26,4.6,31,74.4 to 81,3.5 to 5.5,0 to 1.0,0 to 0.5,0 to 1.0,NA,0 to 0.060,15.5 to 17.5,NA,0 to 0.040,0 to 0.030,NA,17,NA,NA,NA,NA,NA,NA,410,40,870,NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4008-GX7CrNiMo12-1-Cast-Stainless-Steel,190,17,0.28,76,670,500,280,1450,1400,480,25,11,2.9,3.3,8,7.8,2.1,30,100,100,630,14,25,24,22,6.7,23,81.8 to 86.8,1.0 to 2.0,0 to 1.0,0.2 to 0.5,0 to 1.0,NA,0 to 0.1,12 to 13.5,NA,0 to 0.035,0 to 0.025,NA,14,NA,NA,NA,NA,NA,NA,300,NA,760,31,NA,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4011-GX12Cr12-Cast-Stainless-Steel,190,17,0.28,76,700,510,270,1450,1400,480,25,11,2.9,3.4,7,7.8,2,28,100,110,660,14,25,25,23,6.7,24,82.8 to 88.5,0 to 1.0,0 to 1.0,0 to 0.5,0 to 1.0,NA,0 to 0.15,11.5 to 13.5,NA,0 to 0.035,0 to 0.025,NA,13,NA,NA,NA,NA,NA,NA,310,NA,750,23,NA,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4317-GX4CrNi13-4-Cast-Stainless-Steel,190,17,0.28,76,860,630,280,1440,1400,480,26,11,2.7,3.2,10,7.8,2.4,33,110,130,1010,14,25,31,26,7,30,78.7 to 84.5,3.5 to 5.0,0 to 1.0,0 to 0.7,0 to 1.0,NA,0 to 0.060,12 to 13.5,NA,0 to 0.035,0 to 0.025,NA,14,NA,NA,NA,NA,NA,NA,380,NA,770,56,NA,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4405-GX4CrNiMo16-5-1-Cast-Stainless-Steel,200,17,0.28,77,860,610,280,1450,1400,480,17,11,2.2,2.5,13,7.8,2.8,39,130,130,950,14,25,31,26,4.6,29,73.6 to 80.3,4.0 to 6.0,0 to 1.0,0.7 to 1.5,0 to 0.8,NA,0 to 0.060,15 to 17,NA,0 to 0.035,0 to 0.025,NA,20,NA,NA,NA,NA,NA,NA,370,NA,870,68,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4411-GX4CrNiMo16-5-2-Cast-Stainless-Steel,200,17,0.28,78,870,600,280,1450,1410,470,17,11,2.2,2.5,13,7.8,3,41,130,130,920,14,25,31,26,4.6,28,73.1 to 79.5,4.0 to 6.0,0 to 1.0,1.5 to 2.0,0 to 0.8,NA,0 to 0.060,15 to 17,NA,0 to 0.035,0 to 0.025,NA,22,NA,NA,NA,NA,NA,NA,370,NA,880,68,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4421-GX4CrNi16-4-Cast-Stainless-Steel,200,11 to 17,0.28,77,880 to 1100,620 to 950,280,1440,1400,480,16,10,2.2,2.5,12,7.8,2.6,36,130,120 to 140,960 to 2270,14,25,31 to 39,26 to 30,4.4,31 to 39,74.4 to 80.5,4.0 to 5.5,0 to 1.0,0 to 0.7,0 to 0.8,NA,0 to 0.060,15.5 to 17.5,NA,0 to 0.035,0 to 0.020,NA,18,NA,NA,NA,NA,NA,NA,380 to 520,NA,870,30 to 67,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.4525-GX5CrNiCu16-4-Cast-Stainless-Steel,190,5.6 to 13,0.28,76,1030 to 1250,840 to 1120,280,1430,1390,480,18,11,2.2,2.6,13,7.8,2.8,39,130,68 to 130,1820 to 3230,14,25,36 to 45,29 to 33,4.7,34 to 41,70.4 to 79,3.5 to 5.5,0 to 1.0,0 to 0.8,0 to 0.8,2.5 to 4.0,0 to 0.070,15 to 17,NA,0 to 0.035,0 to 0.025,NA,18,0 to 0.35,0 to 0.050,NA,NA,NA,NA,480 to 540,NA,860,NA,NA,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.6982-GX3CrNi13-4-Cast-Stainless-Steel,190,17,0.28,76,800,570,280,1440,1400,480,25,10,2.7,3.2,10,7.8,2.4,33,110,120,820,14,25,28,25,6.6,29,78.7 to 84.5,3.5 to 5.0,0 to 1.0,0 to 0.7,0 to 1.0,NA,0 to 0.050,12 to 13.5,NA,0 to 0.035,0 to 0.015,NA,14,NA,NA,NA,NA,NA,NA,350,NA,770,56,NA,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACI-ASTM-CB7Cu-1-J92180-Cast-Stainless-Steel,190,5.7 to 11,0.28,76,960 to 1350,760 to 1180,280,1430,1500,480,17,11,2,2.3,13,7.8,2.6,38,130,71 to 120,1500 to 3590,14,25,34 to 48,28 to 35,4.6,32 to 45,72.3 to 78.4,3.6 to 4.6,0 to 0.7,NA,0 to 1.0,2.5 to 3.2,0 to 0.070,15.5 to 17.7,NA,0 to 0.035,0 to 0.030,NA,17,0 to 0.35,0 to 0.050,NA,NA,NA,300 to 420,420 to 590,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACI-ASTM-CB7Cu-2-J92110-Cast-Stainless-Steel,190,5.7 to 11,0.28,75,960 to 1350,760 to 1180,280,1430,1380,480,17,11,2.1,2.4,13,7.8,2.6,38,130,71 to 120,1510 to 3600,14,25,34 to 48,28 to 35,4.6,32 to 45,73.6 to 79,4.5 to 5.5,0 to 0.7,NA,0 to 1.0,2.5 to 3.2,0 to 0.070,14 to 15.5,NA,0 to 0.035,0 to 0.030,NA,15,0 to 0.35,0 to 0.050,NA,NA,NA,300 to 420,420 to 590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASTM-F15-1.3981-K94610-Fe-Ni-Co-Sealing-Alloy,190,NA,0.3,73,520 to 880,NA,270,1410,1450,460,17,6,3.7,4,49,8.3,5.2,71,190,NA,NA,13,23,17 to 29,17 to 24,4.5,32 to 55,50.3 to 56,28 to 30,0 to 0.5,0 to 0.2,0 to 0.2,0 to 0.2,0 to 0.040,0 to 0.2,NA,NA,NA,NA,NA,NA,NA,0 to 0.1,0 to 0.1,0 to 0.1,NA,NA,NA,NA,NA,NA,NA,NA,16 to 18,0 to 0.1,NA,NA,NA,NA,NA,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.3961-GX3Ni36-Casting-Alloy,190,31,0.3,72,450,310,270,1430,1390,460,NA,1.3,NA,NA,25,8.2,4.8,66,110,130,250,13,23,15,16,NA,130,60.7 to 65,35 to 37,0 to 0.5,0 to 1.0,0 to 0.5,NA,0 to 0.050,0 to 0.25,NA,0 to 0.030,0 to 0.020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EN-1.3963-GX5NiS36-Casting-Alloy,190,29,0.3,72,440,310,270,1430,1390,460,NA,1.6,NA,NA,25,8.2,4.8,66,110,110,260,13,23,15,16,NA,110,60.5 to 64.9,35 to 37,0 to 0.5,0 to 1.0,0 to 0.5,NA,0 to 0.050,0 to 0.25,NA,0 to 0.030,0.1 to 0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UNS-K93050-Low-Expansion-Alloy,190,NA,0.3,72,500 to 680,NA,270,1430,1380,460,NA,12,NA,NA,26,8.2,4.7,65,120,NA,NA,13,23,17 to 23,17 to 21,NA,16 to 21,61.4 to 63.9,36 to 36,0 to 1.0,NA,0 to 0.35,NA,0 to 0.15,0 to 0.25,NA,0 to 0.020,0 to 0.020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15 to 0.3,0 to 0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UNS-K93500-Low-Expansion-Alloy,190,NA,0.3,72,490 to 810,NA,270,1430,1380,460,NA,12,NA,NA,30,8.2,4.7,65,130,NA,NA,13,23,17 to 27,17 to 23,NA,15 to 25,61.4 to 63,32 to 32,0 to 0.6,NA,0 to 0.25,NA,0 to 0.050,0 to 0.25,NA,0 to 0.015,0 to 0.015,NA,NA,NA,NA,0 to 0.1,0 to 0.1,0 to 0.1,NA,NA,NA,NA,NA,NA,NA,NA,5.0 to 5.0,0 to 0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UNS-K93603-Low-Expansion-Alloy,190,NA,0.3,72,490 to 810,NA,270,1430,1380,460,NA,12,NA,NA,25,8.2,4.8,66,120,NA,NA,13,23,17 to 27,17 to 24,NA,15 to 25,61.8 to 64,36 to 36,0 to 0.6,NA,0 to 0.4,NA,0 to 0.050,0 to 0.25,NA,0 to 0.015,0 to 0.015,NA,NA,NA,NA,0 to 0.1,0 to 0.1,0 to 0.1,NA,NA,NA,NA,NA,NA,NA,NA,0 to 0.5,0 to 0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grade-200-Maraging-Steel,190,9.1 to 18,0.3,74,970 to 1500,690 to 1490,260,1460,1420,460,NA,12,NA,NA,31,8.2,4.5,59,140,140 to 160,1240 to 5740,13,23,33 to 51,27 to 35,NA,29 to 45,67.8 to 71.8,17 to 19,0 to 0.1,3.0 to 3.5,0 to 0.1,NA,0 to 0.030,NA,NA,0 to 0.010,0 to 0.010,NA,11,NA,NA,0.050 to 0.15,0.15 to 0.25,0 to 0.020,NA,NA,NA,NA,NA,NA,NA,NA,8.0 to 9.0,NA,NA,NA,NA,600 to 890,730 to 1260,NA,29 to 45,0 to 0.050,0 to 0.0030,NA,NA,NA,NA,NA,NA,NA,NA
Grade-250-Maraging-Steel,190,7.3 to 17,0.3,75,970 to 1800,660 to 1740,270,1480,1430,450,NA,12,NA,NA,32,8.2,4.9,65,140,130 to 150,NA,13,23,33 to 61,26 to 40,NA,29 to 54,66.3 to 71.1,17 to 19,0 to 0.1,4.6 to 5.2,0 to 0.1,NA,0 to 0.030,NA,NA,0 to 0.010,0 to 0.010,NA,16,NA,NA,0.050 to 0.15,0.3 to 0.5,0 to 0.020,NA,NA,NA,NA,NA,NA,NA,NA,7.0 to 8.5,NA,NA,NA,NA,600 to 1060,730 to 1660,NA,30 to 53,0 to 0.050,0 to 0.0030,NA,NA,NA,NA,NA,NA,NA,NA
Grade-300-Maraging-Steel,190,6.5 to 18,0.3,75,1030 to 2030,760 to 1990,270,1480,1430,450,NA,12,NA,NA,34,8.2,5.1,68,150,130 to 170,NA,13,23,35 to 68,28 to 43,NA,31 to 62,65 to 68.4,18 to 19,0 to 0.1,4.6 to 5.2,0 to 0.1,NA,0 to 0.030,NA,NA,0 to 0.010,0 to 0.010,NA,16,NA,NA,0.050 to 0.15,0.5 to 0.8,0 to 0.020,NA,NA,NA,NA,NA,NA,NA,NA,8.5 to 9.5,NA,NA,NA,NA,640 to 1190,730 to 1880,NA,31 to 56,0 to 0.050,0 to 0.0030,NA,NA,NA,NA,NA,NA,NA,NA
Grade-350-Maraging-Steel,190,4.1 to 18,0.3,75,1140 to 2420,830 to 2300,270,1470,1420,450,NA,12,NA,NA,39,8.2,5.6,74,160,98 to 190,NA,13,23,38 to 82,29 to 49,NA,35 to 74,61.2 to 64.6,18 to 19,0 to 0.1,4.6 to 5.2,0 to 0.1,NA,0 to 0.030,NA,NA,0 to 0.010,0 to 0.010,NA,16,NA,NA,0.050 to 0.15,1.3 to 1.6,0 to 0.020,NA,NA,NA,NA,NA,NA,NA,NA,11.5 to 12.5,NA,NA,NA,NA,710 to 1400,750 to 2400,NA,34 to 60,0 to 0.050,0 to 0.0030,NA,NA,NA,NA,NA,NA,NA,NA
Type-1-K94490-Iron-Nickel-Soft-Magnetic-Alloy,190,4.0 to 38,0.3,72,500 to 830,220 to 790,270,1420,1370,460,NA,12,3.1,3.4,31,8.3,5.6,77,130,33 to 150,130 to 1690,12,23,17 to 28,17 to 24,NA,16 to 26,50.7 to 56.5,43.5 to 46.5,0 to 0.8,0 to 0.3,0 to 0.5,0 to 0.3,0 to 0.050,0 to 0.3,NA,0 to 0.010,0 to 0.030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0 to 0.5,NA,NA,NA,NA,NA,NA,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Type-2-K94840-Iron-Nickel-Soft-Magnetic-Alloy,190,2.0 to 38,0.3,72,510 to 910,260 to 870,270,1420,1370,460,NA,12,3.9,4.2,33,8.4,5.9,81,140,18 to 160,170 to 2010,12,23,17 to 30,17 to 25,NA,16 to 29,48.2 to 53,47 to 49,0 to 0.8,0 to 0.3,0 to 0.5,0 to 0.3,0 to 0.050,0 to 0.3,NA,0 to 0.010,0 to 0.030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0 to 0.5,NA,NA,NA,NA,NA,NA,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AWS-E16-8-2-W36810-Weld-Metal,200,40,0.28,77,620,NA,280,1440,1400,470,16,14,2.4,2.7,15,7.9,3.2,45,140,NA,NA,14,25,22,20,4.2,16,68 to 76.5,7.5 to 9.5,0.5 to 2.5,1.0 to 2.0,0 to 0.6,0 to 0.75,0 to 0.1,14.5 to 16.5,NA,0 to 0.030,0 to 0.030,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AWS-E209-W32210-Weld-Metal,200,17,0.28,79,770,NA,300,1420,1370,480,NA,14,NA,NA,21,7.8,4.4,63,180,NA,NA,14,25,28,24,NA,19,51.5 to 64.3,9.5 to 12,4.0 to 7.0,1.5 to 3.0,0 to 1.0,0 to 0.75,0 to 0.060,20.5 to 24,0.1 to 0.3,0 to 0.040,0 to 0.030,NA,33,NA,0.1 to 0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
